X[Hz],R[Vpk],I[Vpk],Mag[Vpk],P[deg]
0.00E+00,9.65E-05,-1.12E-07,9.65E-05,-6.63E-02
8.00E+00,7.01E-05,-5.72E-06,7.04E-05,-4.66E+00
1.60E+01,2.48E-05,-1.71E-06,2.49E-05,-3.95E+00
2.40E+01,-1.73E-07,3.43E-06,3.43E-06,9.29E+01
3.20E+01,-6.59E-06,4.42E-06,7.93E-06,1.46E+02
4.00E+01,-6.17E-06,5.80E-06,8.47E-06,1.37E+02
4.80E+01,-8.43E-06,1.32E-05,1.56E-05,1.23E+02
5.60E+01,-1.55E-05,2.35E-05,2.82E-05,1.23E+02
6.40E+01,-1.65E-05,2.20E-05,2.75E-05,1.27E+02
7.20E+01,-8.01E-06,9.36E-06,1.23E-05,1.31E+02
8.00E+01,-4.32E-07,1.44E-06,1.51E-06,1.07E+02
8.80E+01,1.40E-06,9.61E-07,1.69E-06,3.45E+01
9.60E+01,2.15E-07,2.29E-06,2.30E-06,8.46E+01
1.04E+02,-4.07E-07,2.22E-06,2.26E-06,1.00E+02
1.12E+02,6.08E-07,2.04E-06,2.13E-06,7.34E+01
1.20E+02,1.71E-06,3.50E-06,3.89E-06,6.39E+01
1.28E+02,9.96E-07,6.48E-06,6.56E-06,8.13E+01
1.36E+02,-1.45E-06,1.76E-05,1.76E-05,9.47E+01
1.44E+02,-5.40E-06,3.59E-05,3.63E-05,9.86E+01
1.52E+02,-9.44E-06,3.59E-05,3.71E-05,1.05E+02
1.60E+02,-7.14E-06,1.49E-05,1.65E-05,1.16E+02
1.68E+02,-2.86E-06,1.08E-06,3.06E-06,1.59E+02
1.76E+02,-4.10E-06,-1.59E-06,4.40E-06,-1.59E+02
1.84E+02,-4.64E-06,-1.70E-06,4.94E-06,-1.60E+02
1.92E+02,-1.70E-06,-3.16E-07,1.73E-06,-1.69E+02
2.00E+02,-8.87E-08,9.35E-07,9.39E-07,9.54E+01
2.08E+02,-6.31E-07,3.19E-07,7.07E-07,1.53E+02
2.16E+02,-8.66E-07,-2.85E-07,9.11E-07,-1.62E+02
2.24E+02,-1.15E-06,8.24E-07,1.42E-06,1.44E+02
2.32E+02,-1.53E-06,9.14E-07,1.78E-06,1.49E+02
2.40E+02,-1.29E-06,-1.42E-07,1.30E-06,-1.74E+02
2.48E+02,-1.10E-06,-1.08E-06,1.54E-06,-1.36E+02
2.56E+02,-2.03E-07,-1.73E-06,1.74E-06,-9.67E+01
2.64E+02,9.05E-07,-8.79E-07,1.26E-06,-4.41E+01
2.72E+02,7.09E-07,2.15E-07,7.41E-07,1.69E+01
2.80E+02,-6.92E-07,-6.66E-07,9.60E-07,-1.36E+02
2.88E+02,-7.46E-07,-2.83E-06,2.93E-06,-1.05E+02
2.96E+02,1.29E-06,-2.46E-06,2.77E-06,-6.24E+01
3.04E+02,8.46E-07,-4.01E-07,9.36E-07,-2.54E+01
3.12E+02,-8.87E-07,-3.71E-07,9.62E-07,-1.57E+02
3.20E+02,-1.13E-06,-3.01E-07,1.17E-06,-1.65E+02
3.28E+02,-1.15E-06,-5.99E-07,1.29E-06,-1.52E+02
3.36E+02,4.02E-07,-1.71E-06,1.76E-06,-7.68E+01
3.44E+02,2.39E-06,-3.96E-07,2.42E-06,-9.40E+00
3.52E+02,8.22E-07,2.91E-06,3.02E-06,7.42E+01
3.60E+02,-4.03E-06,1.24E-06,4.21E-06,1.63E+02
3.68E+02,-1.92E-06,-4.76E-06,5.13E-06,-1.12E+02
3.76E+02,2.94E-06,-2.90E-06,4.13E-06,-4.46E+01
3.84E+02,2.93E-06,-1.53E-06,3.30E-06,-2.75E+01
3.92E+02,2.49E-05,-6.56E-06,2.57E-05,-1.48E+01
4.00E+02,1.34E-04,-3.55E-05,1.38E-04,-1.49E+01
4.08E+02,3.30E-04,-7.79E-05,3.39E-04,-1.33E+01
4.16E+02,3.77E-04,-4.49E-05,3.80E-04,-6.79E+00
4.24E+02,1.77E-04,1.81E-05,1.78E-04,5.85E+00
4.32E+02,7.87E-06,5.87E-06,9.82E-06,3.67E+01
4.40E+02,-2.36E-06,-1.83E-05,1.85E-05,-9.74E+01
4.48E+02,1.33E-05,4.22E-07,1.33E-05,1.82E+00
4.56E+02,-8.51E-07,1.03E-05,1.04E-05,9.47E+01
4.64E+02,-5.94E-06,1.24E-07,5.95E-06,1.79E+02
4.72E+02,-1.75E-06,-1.88E-06,2.57E-06,-1.33E+02
4.80E+02,-1.33E-06,-1.54E-06,2.04E-06,-1.31E+02
4.88E+02,2.28E-06,-2.42E-06,3.33E-06,-4.67E+01
4.96E+02,5.15E-06,1.71E-06,5.43E-06,1.83E+01
5.04E+02,-5.21E-08,5.13E-06,5.13E-06,9.06E+01
5.12E+02,-4.95E-06,-1.13E-06,5.08E-06,-1.67E+02
5.20E+02,1.19E-06,-6.18E-06,6.29E-06,-7.91E+01
5.28E+02,4.86E-06,-8.52E-07,4.93E-06,-9.94E+00
5.36E+02,1.01E-06,1.69E-06,1.97E-06,5.92E+01
5.44E+02,-1.22E-09,1.03E-06,1.03E-06,9.01E+01
5.52E+02,-1.52E-06,1.75E-06,2.32E-06,1.31E+02
5.60E+02,-3.35E-06,-1.53E-06,3.68E-06,-1.55E+02
5.68E+02,1.12E-06,-4.81E-06,4.94E-06,-7.69E+01
5.76E+02,6.16E-06,4.63E-07,6.18E-06,4.30E+00
5.84E+02,4.03E-07,7.02E-06,7.03E-06,8.67E+01
5.92E+02,-7.13E-06,6.57E-07,7.16E-06,1.75E+02
6.00E+02,-1.16E-06,-6.61E-06,6.71E-06,-1.00E+02
6.08E+02,4.88E-06,-1.73E-06,5.18E-06,-1.95E+01
6.16E+02,1.96E-06,2.56E-06,3.23E-06,5.25E+01
6.24E+02,-7.75E-07,1.73E-06,1.90E-06,1.14E+02
6.32E+02,-1.49E-06,3.52E-07,1.53E-06,1.67E+02
6.40E+02,-1.53E-06,-8.31E-07,1.74E-06,-1.52E+02
6.48E+02,1.27E-07,-2.36E-06,2.36E-06,-8.69E+01
6.56E+02,3.75E-06,-3.75E-07,3.77E-06,-5.70E+00
6.64E+02,9.49E-07,4.53E-06,4.62E-06,7.82E+01
6.72E+02,-4.40E-06,1.77E-06,4.75E-06,1.58E+02
6.80E+02,-2.33E-06,-2.26E-06,3.24E-06,-1.36E+02
6.88E+02,2.43E-07,-2.20E-06,2.21E-06,-8.37E+01
6.96E+02,2.88E-06,-1.71E-06,3.35E-06,-3.07E+01
7.04E+02,4.40E-06,2.98E-06,5.32E-06,3.41E+01
7.12E+02,-9.67E-07,6.44E-06,6.52E-06,9.85E+01
7.20E+02,-6.63E-06,7.74E-07,6.68E-06,1.73E+02
7.28E+02,-1.19E-06,-8.41E-06,8.49E-06,-9.81E+01
7.36E+02,1.06E-05,-3.53E-06,1.12E-05,-1.84E+01
7.44E+02,5.67E-06,8.39E-06,1.01E-05,5.60E+01
7.52E+02,-4.93E-06,4.78E-06,6.86E-06,1.36E+02
7.60E+02,-5.92E-06,-2.27E-06,6.34E-06,-1.59E+02
7.68E+02,-2.85E-06,-9.18E-06,9.62E-06,-1.07E+02
7.76E+02,9.66E-06,-7.83E-06,1.24E-05,-3.90E+01
7.84E+02,1.12E-05,1.19E-05,1.63E-05,4.66E+01
7.92E+02,-1.70E-05,2.91E-05,3.37E-05,1.20E+02
8.00E+02,-7.16E-05,5.13E-05,8.81E-05,1.44E+02
8.08E+02,-1.39E-04,9.52E-05,1.69E-04,1.46E+02
8.16E+02,-1.62E-04,9.46E-05,1.88E-04,1.50E+02
8.24E+02,-9.32E-05,3.74E-05,1.00E-04,1.58E+02
8.32E+02,-2.74E-05,7.52E-06,2.84E-05,1.65E+02
8.40E+02,-1.09E-05,-1.19E-05,1.61E-05,-1.32E+02
8.48E+02,1.51E-05,-1.36E-05,2.03E-05,-4.19E+01
8.56E+02,1.34E-05,1.58E-05,2.07E-05,4.95E+01
8.64E+02,-1.47E-05,1.31E-05,1.97E-05,1.38E+02
8.72E+02,-1.27E-05,-1.12E-05,1.69E-05,-1.38E+02
8.80E+02,8.02E-06,-1.07E-05,1.34E-05,-5.32E+01
8.88E+02,8.26E-06,6.11E-06,1.03E-05,3.65E+01
8.96E+02,-3.51E-06,5.66E-06,6.66E-06,1.22E+02
9.04E+02,-1.81E-06,-4.12E-07,1.85E-06,-1.67E+02
9.12E+02,-2.41E-06,1.25E-06,2.71E-06,1.53E+02
9.20E+02,-4.47E-06,-4.77E-06,6.54E-06,-1.33E+02
9.28E+02,4.44E-06,-5.71E-06,7.23E-06,-5.21E+01
9.36E+02,5.18E-06,4.51E-06,6.87E-06,4.10E+01
9.44E+02,-4.61E-06,5.33E-06,7.05E-06,1.31E+02
9.52E+02,-5.79E-06,-3.90E-06,6.97E-06,-1.46E+02
9.60E+02,2.70E-06,-4.95E-06,5.64E-06,-6.13E+01
9.68E+02,3.26E-06,1.82E-06,3.74E-06,2.92E+01
9.76E+02,5.81E-08,8.86E-07,8.88E-07,8.62E+01
9.84E+02,2.49E-06,1.26E-06,2.79E-06,2.69E+01
9.92E+02,-1.83E-06,4.05E-06,4.44E-06,1.14E+02
1.00E+03,-5.13E-06,-3.21E-06,6.05E-06,-1.48E+02
1.01E+03,3.68E-06,-6.95E-06,7.86E-06,-6.21E+01
1.02E+03,8.05E-06,2.48E-06,8.42E-06,1.72E+01
1.02E+03,-1.46E-06,7.57E-06,7.71E-06,1.01E+02
1.03E+03,-6.78E-06,-1.56E-06,6.95E-06,-1.67E+02
1.04E+03,1.38E-06,-6.01E-06,6.17E-06,-7.71E+01
1.05E+03,4.26E-06,6.73E-07,4.31E-06,8.98E+00
1.06E+03,-2.49E-07,1.82E-06,1.84E-06,9.78E+01
1.06E+03,-4.67E-07,2.94E-07,5.51E-07,1.48E+02
1.07E+03,-1.71E-06,1.65E-06,2.38E-06,1.36E+02
1.08E+03,-3.59E-06,-6.99E-07,3.66E-06,-1.69E+02
1.09E+03,1.75E-07,-3.49E-06,3.49E-06,-8.71E+01
1.10E+03,4.46E-06,1.65E-07,4.46E-06,2.13E+00
1.10E+03,8.37E-07,4.73E-06,4.80E-06,8.00E+01
1.11E+03,-3.76E-06,8.94E-07,3.87E-06,1.67E+02
1.12E+03,-8.28E-07,-2.86E-06,2.98E-06,-1.06E+02
1.13E+03,8.23E-07,-1.62E-06,1.82E-06,-6.31E+01
1.14E+03,1.15E-06,-1.59E-06,1.97E-06,-5.41E+01
1.14E+03,2.27E-06,1.16E-06,2.55E-06,2.71E+01
1.15E+03,-1.62E-06,4.00E-06,4.31E-06,1.12E+02
1.16E+03,-5.39E-06,1.40E-07,5.40E-06,1.79E+02
1.17E+03,-1.19E-06,-4.79E-06,4.94E-06,-1.04E+02
1.18E+03,4.84E-06,-1.12E-06,4.97E-06,-1.30E+01
1.18E+03,6.08E-07,4.74E-06,4.77E-06,8.27E+01
1.19E+03,-5.40E-06,8.33E-07,5.47E-06,1.71E+02
1.20E+03,-2.19E-06,-3.89E-06,4.47E-06,-1.19E+02
1.21E+03,1.55E-06,-2.70E-06,3.11E-06,-6.01E+01
1.22E+03,2.71E-06,-6.27E-07,2.78E-06,-1.30E+01
1.22E+03,2.19E-06,2.26E-06,3.15E-06,4.58E+01
1.23E+03,-9.41E-07,3.29E-06,3.42E-06,1.06E+02
1.24E+03,-3.17E-06,1.30E-06,3.42E-06,1.58E+02
1.25E+03,-2.05E-06,-1.76E-06,2.70E-06,-1.39E+02
1.26E+03,1.54E-06,-1.93E-06,2.47E-06,-5.14E+01
1.26E+03,2.57E-06,1.07E-07,2.57E-06,2.39E+00
1.27E+03,2.94E-06,2.82E-06,4.07E-06,4.38E+01
1.28E+03,-3.17E-06,6.97E-06,7.65E-06,1.14E+02
1.29E+03,-1.06E-05,-2.82E-06,1.10E-05,-1.65E+02
1.30E+03,1.78E-06,-1.22E-05,1.23E-05,-8.17E+01
1.30E+03,9.15E-06,4.65E-06,1.03E-05,2.69E+01
1.31E+03,-5.86E-05,-1.41E-05,6.03E-05,-1.66E+02
1.32E+03,-3.36E-04,-3.80E-04,5.08E-04,-1.31E+02
1.33E+03,-7.09E-04,-1.23E-03,1.42E-03,-1.20E+02
1.34E+03,-6.82E-04,-1.64E-03,1.78E-03,-1.13E+02
1.34E+03,-2.87E-04,-9.94E-04,1.03E-03,-1.06E+02
1.35E+03,-4.42E-05,-2.40E-04,2.44E-04,-1.00E+02
1.36E+03,-6.34E-06,-1.63E-05,1.75E-05,-1.11E+02
1.37E+03,7.06E-06,-2.98E-06,7.66E-06,-2.29E+01
1.38E+03,5.15E-06,8.40E-06,9.85E-06,5.85E+01
1.38E+03,-6.44E-06,4.08E-06,7.62E-06,1.48E+02
1.39E+03,-2.92E-06,-4.82E-06,5.63E-06,-1.21E+02
1.40E+03,2.74E-06,-2.16E-06,3.49E-06,-3.83E+01
1.41E+03,3.76E-07,7.49E-07,8.39E-07,6.33E+01
1.42E+03,-2.44E-07,-1.35E-06,1.37E-06,-1.00E+02
1.42E+03,1.92E-06,1.12E-06,2.23E-06,3.02E+01
1.43E+03,-2.61E-06,3.76E-06,4.58E-06,1.25E+02
1.44E+03,-4.12E-06,-2.45E-06,4.79E-06,-1.49E+02
1.45E+03,3.30E-06,-3.80E-06,5.04E-06,-4.90E+01
1.46E+03,4.54E-06,2.86E-06,5.36E-06,3.22E+01
1.46E+03,-1.26E-06,3.78E-06,3.98E-06,1.08E+02
1.47E+03,-1.84E-06,-3.93E-07,1.88E-06,-1.68E+02
1.48E+03,1.67E-06,2.29E-07,1.69E-06,7.80E+00
1.49E+03,8.04E-07,2.37E-06,2.50E-06,7.12E+01
1.50E+03,-6.19E-07,2.64E-07,6.73E-07,1.57E+02
1.50E+03,8.43E-07,-2.49E-07,8.78E-07,-1.64E+01
1.51E+03,-2.49E-07,1.00E-06,1.03E-06,1.04E+02
1.52E+03,-1.75E-06,-1.07E-06,2.05E-06,-1.49E+02
1.53E+03,3.66E-07,-2.21E-06,2.24E-06,-8.06E+01
1.54E+03,1.63E-06,7.57E-08,1.63E-06,2.65E+00
1.54E+03,1.22E-07,1.07E-06,1.08E-06,8.35E+01
1.55E+03,-6.65E-07,-4.58E-07,8.07E-07,-1.45E+02
1.56E+03,1.19E-06,-3.74E-06,3.92E-06,-7.24E+01
1.57E+03,7.60E-06,-1.26E-05,1.47E-05,-5.88E+01
1.58E+03,1.68E-05,-2.14E-05,2.72E-05,-5.17E+01
1.58E+03,1.73E-05,-1.62E-05,2.37E-05,-4.30E+01
1.59E+03,7.21E-06,-3.86E-06,8.18E-06,-2.82E+01
1.60E+03,-2.93E-07,1.96E-07,3.53E-07,1.46E+02
1.61E+03,-3.56E-07,-9.51E-07,1.02E-06,-1.11E+02
1.62E+03,9.54E-07,-2.29E-07,9.82E-07,-1.35E+01
1.62E+03,2.53E-07,8.77E-07,9.13E-07,7.39E+01
1.63E+03,-2.64E-07,1.31E-07,2.95E-07,1.54E+02
1.64E+03,4.33E-07,-4.08E-07,5.96E-07,-4.33E+01
1.65E+03,3.51E-07,6.96E-08,3.58E-07,1.12E+01
1.66E+03,-6.61E-08,6.19E-08,9.06E-08,1.37E+02
1.66E+03,2.21E-07,4.22E-08,2.25E-07,1.08E+01
1.67E+03,2.04E-07,4.19E-07,4.66E-07,6.40E+01
1.68E+03,-2.25E-07,4.65E-07,5.17E-07,1.16E+02
1.69E+03,-4.14E-07,1.78E-07,4.50E-07,1.57E+02
1.70E+03,-2.86E-07,4.29E-08,2.89E-07,1.71E+02
1.70E+03,1.72E-08,4.16E-08,4.51E-08,6.75E+01
1.71E+03,4.32E-07,-5.76E-08,4.36E-07,-7.59E+00
1.72E+03,7.39E-07,1.37E-07,7.52E-07,1.05E+01
1.73E+03,5.76E-07,6.86E-07,8.96E-07,5.00E+01
1.74E+03,-2.28E-07,1.55E-06,1.57E-06,9.83E+01
1.74E+03,-1.66E-06,2.23E-06,2.78E-06,1.27E+02
1.75E+03,-2.21E-06,1.34E-06,2.59E-06,1.49E+02
1.76E+03,-9.59E-07,-9.78E-08,9.64E-07,-1.74E+02
1.77E+03,2.07E-07,-3.10E-07,3.73E-07,-5.62E+01
1.78E+03,2.53E-07,-2.41E-08,2.54E-07,-5.44E+00
1.78E+03,1.91E-07,7.55E-08,2.05E-07,2.16E+01
1.79E+03,2.65E-07,1.19E-07,2.90E-07,2.42E+01
1.80E+03,3.49E-07,2.05E-08,3.49E-07,3.36E+00
1.81E+03,2.61E-07,2.66E-07,3.72E-07,4.55E+01
1.82E+03,-3.32E-07,2.22E-07,4.00E-07,1.46E+02
1.82E+03,-2.77E-07,-5.26E-07,5.95E-07,-1.18E+02
1.83E+03,3.36E-07,-2.64E-07,4.27E-07,-3.82E+01
1.84E+03,-3.64E-07,4.40E-07,5.70E-07,1.30E+02
1.85E+03,-1.23E-06,-2.67E-07,1.26E-06,-1.68E+02
1.86E+03,-1.99E-07,-5.17E-07,5.54E-07,-1.11E+02
1.86E+03,2.43E-07,1.34E-06,1.36E-06,7.97E+01
1.87E+03,-1.70E-06,1.05E-06,2.00E-06,1.48E+02
1.88E+03,-1.01E-06,-1.92E-06,2.17E-06,-1.18E+02
1.89E+03,1.13E-06,-5.53E-07,1.26E-06,-2.60E+01
1.90E+03,-1.62E-06,1.88E-06,2.48E-06,1.31E+02
1.90E+03,-3.16E-06,-1.00E-06,3.31E-06,-1.62E+02
1.91E+03,5.06E-07,-1.82E-06,1.89E-06,-7.45E+01
1.92E+03,-2.18E-07,1.69E-06,1.71E-06,9.73E+01
1.93E+03,-3.89E-06,-1.60E-06,4.21E-06,-1.58E+02
1.94E+03,2.27E-06,-5.80E-06,6.23E-06,-6.86E+01
1.94E+03,1.82E-06,2.39E-06,3.01E-06,5.27E+01
1.95E+03,-1.81E-05,-1.21E-05,2.18E-05,-1.46E+02
1.96E+03,7.18E-06,-7.97E-05,8.01E-05,-8.49E+01
1.97E+03,1.13E-04,-1.27E-04,1.70E-04,-4.84E+01
1.98E+03,1.80E-04,-7.70E-05,1.96E-04,-2.31E+01
1.98E+03,1.19E-04,4.07E-06,1.19E-04,1.95E+00
1.99E+03,2.23E-05,1.96E-05,2.97E-05,4.13E+01
2.00E+03,-6.66E-06,-6.75E-06,9.48E-06,-1.35E+02
2.01E+03,6.94E-06,-8.42E-06,1.09E-05,-5.05E+01
2.02E+03,4.24E-06,6.27E-06,7.57E-06,5.59E+01
2.02E+03,-6.76E-06,1.75E-06,6.98E-06,1.65E+02
2.03E+03,-4.11E-07,-6.47E-06,6.48E-06,-9.36E+01
2.04E+03,5.35E-06,6.09E-07,5.38E-06,6.49E+00
2.05E+03,-1.22E-06,3.99E-06,4.17E-06,1.07E+02
2.06E+03,-3.00E-06,-1.68E-06,3.44E-06,-1.51E+02
2.06E+03,8.04E-07,-1.70E-06,1.88E-06,-6.47E+01
2.07E+03,-1.39E-07,1.35E-06,1.36E-06,9.58E+01
2.08E+03,-1.05E-06,5.15E-09,1.05E-06,1.80E+02
2.09E+03,1.48E-06,7.00E-07,1.64E-06,2.53E+01
2.10E+03,-4.84E-07,4.17E-06,4.20E-06,9.66E+01
2.10E+03,-4.06E-06,1.93E-06,4.49E-06,1.55E+02
2.11E+03,-1.34E-06,-1.57E-06,2.06E-06,-1.31E+02
2.12E+03,1.29E-06,1.84E-08,1.29E-06,8.21E-01
